department,telecommuting,has_company_logo,has_questions,employment_type,industry,function,fraudulent,Country,len_profile,len_description,requirement_is_existed
etc,0,1,0,Part-time,Hospital & Health Care,Customer Service,0,US,684,966,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,332,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,GB,726,419,True
etc,0,1,1,Contract,Banking,Finance,0,US,619,267,True
etc,0,1,0,Full-time,Medical Devices,Customer Service,0,US,684,778,True
etc,0,1,1,Full-time,,,0,US,885,1881,False
etc,0,1,0,Part-time,Telecommunications,Administrative,0,US,684,1276,True
etc,0,1,1,Contract,Education Management,,0,US,53,384,True
IT,0,1,0,Full-time,Computer Software,Information Technology,0,etc,509,1293,True
etc,1,1,0,Full-time,Telecommunications,Customer Service,0,US,580,1105,True
etc,0,0,0,Full-time,Information Services,,0,etc,0,537,True
etc,0,1,0,Full-time,Building Materials,,0,US,702,1282,False
IT,0,1,0,Full-time,Information Technology and Services,Information Technology,0,US,692,2144,True
etc,0,1,1,Full-time,"Health, Wellness and Fitness",Administrative,0,GB,829,559,True
etc,0,1,1,,,,0,GB,598,830,False
etc,0,1,0,Full-time,Real Estate,Accounting/Auditing,0,US,559,979,True
etc,0,1,1,Full-time,Internet,Accounting/Auditing,0,US,2270,1687,True
etc,0,0,0,Full-time,Financial Services,Information Technology,0,GB,0,1458,True
Development,0,1,0,,,,0,GB,310,962,False
etc,0,0,0,Contract,,,0,US,0,122,False
etc,0,1,1,Full-time,Information Technology and Services,,0,US,1364,112,True
etc,0,0,0,Full-time,Retail,,0,US,0,103,True
etc,0,1,1,Contract,Education Management,,0,US,53,384,True
etc,0,1,1,Contract,Education Management,,0,US,53,384,True
etc,0,1,0,Full-time,Automotive,Customer Service,0,US,683,917,True
Sales,0,1,1,Full-time,Internet,Sales,0,CA,538,1622,True
etc,0,1,0,,Banking,Information Technology,0,GB,1545,248,True
etc,0,0,0,Full-time,Insurance,Customer Service,0,US,0,508,True
etc,0,1,0,Full-time,Automotive,Engineering,0,US,142,1504,True
etc,0,1,0,Part-time,,,0,DE,134,800,False
etc,0,1,1,Contract,Education Management,,0,US,53,384,True
etc,0,1,0,Part-time,Financial Services,Administrative,0,US,684,1244,True
etc,0,1,0,Contract,Real Estate,Writing/Editing,0,US,559,1094,True
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,684,1150,True
etc,0,1,0,,,,0,US,556,514,False
etc,0,1,0,,,,0,etc,1410,2522,False
Technology,0,1,0,Full-time,Information Technology and Services,Information Technology,0,US,614,1879,True
IT,0,1,0,Full-time,Computer Software,Information Technology,0,US,364,946,True
etc,0,1,1,,,,0,GR,2388,1963,False
Development,0,1,0,Full-time,Oil & Energy,Engineering,0,US,807,346,True
etc,0,1,0,Part-time,Consumer Services,Customer Service,0,US,684,1079,True
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,684,1180,True
etc,0,1,0,Full-time,Sports,Customer Service,0,DE,134,1152,True
etc,0,1,1,,,,0,GB,598,882,False
etc,0,1,0,Full-time,Computer Software,Sales,0,AU,364,141,False
etc,0,1,1,Full-time,Marketing and Advertising,Sales,0,etc,0,819,True
etc,0,1,1,,,,0,US,1014,1830,True
etc,0,0,1,Full-time,Internet,Design,0,US,0,1570,True
etc,0,1,1,Contract,Education Management,,0,US,53,384,True
etc,0,1,1,Full-time,,,0,GB,672,542,True
Marketing,0,1,1,Full-time,Information Technology and Services,Marketing,0,KR,779,2290,True
etc,0,1,1,,,,0,GB,355,1829,False
etc,0,1,0,Part-time,Insurance,Customer Service,0,US,684,979,True
Engineering,0,1,1,Full-time,Marketing and Advertising,Engineering,0,GB,643,2046,True
etc,0,0,0,Full-time,Computer Software,Engineering,0,US,0,2372,True
etc,0,1,1,Full-time,Computer Games,Marketing,0,etc,441,795,False
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,684,1904,True
etc,0,0,0,,,,0,US,0,3623,False
etc,0,0,0,Part-time,Events Services,Sales,0,US,0,408,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,0,0,Full-time,Hospital & Health Care,Other,0,US,0,135,False
etc,0,1,1,,,,0,GB,598,887,False
etc,0,1,0,Full-time,Chemicals,Manufacturing,0,US,865,1727,True
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,US,684,2486,True
etc,0,1,0,Full-time,Consumer Services,Sales,0,US,558,774,True
etc,0,1,0,Full-time,Financial Services,Administrative,0,US,684,1220,True
etc,0,1,0,Full-time,Computer Software,Design,0,US,133,707,True
etc,0,1,1,Full-time,,Education,0,US,1014,3632,True
Marketing,0,1,1,Full-time,E-Learning,Marketing,0,DE,651,1104,True
etc,0,1,0,,,,0,etc,755,820,False
etc,0,1,0,,,,0,etc,364,473,False
Engineering,0,1,0,Full-time,Information Technology and Services,Engineering,0,NZ,1264,826,True
etc,0,1,0,Full-time,"Health, Wellness and Fitness",Product Management,0,GR,0,142,True
etc,0,1,0,Full-time,Insurance,Administrative,0,US,684,1259,True
etc,0,0,0,Full-time,Accounting,,0,US,228,2465,False
etc,0,1,1,Full-time,,Customer Service,0,GB,829,828,True
etc,0,1,1,Full-time,Financial Services,Customer Service,0,US,1247,868,True
IT,0,1,1,Full-time,Information Technology and Services,Art/Creative,0,GR,1376,1310,True
etc,0,1,1,Full-time,Telecommunications,Sales,0,etc,2676,2344,True
etc,0,0,0,Full-time,Computer Software,Administrative,1,US,0,352,True
etc,0,0,0,Full-time,Facilities Services,,0,US,228,1187,False
etc,0,1,0,Full-time,Insurance,Administrative,0,US,684,1259,True
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,US,684,1221,True
etc,0,1,1,Full-time,Aviation & Aerospace,Engineering,0,etc,606,1448,True
etc,0,1,0,Full-time,Financial Services,Management,0,US,684,1930,True
Engineering,0,1,0,,,Engineering,0,GB,643,2043,False
etc,0,1,0,Full-time,Real Estate,Business Analyst,0,etc,9,145,True
etc,0,1,0,,,,0,US,702,647,False
etc,0,0,0,Full-time,Marketing and Advertising,Advertising,0,US,0,560,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Accounting,Accounting/Auditing,0,GB,536,1965,True
etc,0,1,1,Other,Design,Art/Creative,0,US,606,731,True
etc,0,1,0,Full-time,Real Estate,Administrative,0,US,236,335,True
etc,0,1,0,Part-time,Education Management,Customer Service,0,US,684,1217,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,US,684,1564,True
etc,0,0,0,Full-time,Financial Services,Finance,0,US,0,1396,True
etc,0,1,0,Full-time,Building Materials,Sales,0,US,702,1918,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,0,1,Full-time,Hospital & Health Care,Health Care Provider,0,US,924,121,True
etc,0,1,0,Temporary,Retail,,0,GB,829,854,False
Product,0,1,1,Full-time,Internet,Design,0,US,1270,274,True
etc,0,1,0,,,,0,GB,1251,873,False
etc,0,1,0,Full-time,Information Technology and Services,Engineering,0,GB,463,1246,False
etc,0,0,0,,,,0,US,0,191,False
etc,0,1,1,Temporary,Cosmetics,Sales,0,GB,829,1020,True
etc,0,1,0,Full-time,Information Technology and Services,Product Management,0,NZ,1264,988,True
etc,0,1,0,Contract,Education Management,,0,US,53,332,True
etc,0,1,0,,,,0,US,693,962,False
etc,0,1,0,,,,0,etc,1369,175,False
Development,0,1,1,Full-time,,,0,etc,310,1398,False
etc,1,0,0,Full-time,Banking,,0,etc,0,1447,True
etc,0,1,1,Full-time,Marketing and Advertising,Customer Service,0,GB,829,665,True
Marketing,0,1,1,Full-time,Marketing and Advertising,Marketing,0,etc,275,503,True
etc,0,1,0,Full-time,Consumer Services,Administrative,0,US,684,2294,True
etc,0,1,1,Full-time,Retail,Strategy/Planning,0,US,0,1478,True
etc,0,1,0,Full-time,Financial Services,Design,0,GB,568,810,True
etc,0,1,1,,,,0,DE,380,375,False
etc,0,1,1,Temporary,Management Consulting,Strategy/Planning,0,DE,878,1174,True
Development,0,1,1,Full-time,,Business Development,0,US,2636,1142,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,,,,0,DE,380,601,False
etc,0,0,1,Part-time,Consumer Services,,0,US,0,839,True
etc,0,0,0,Full-time,Information Technology and Services,,1,US,0,2133,False
etc,1,1,0,Contract,,,0,US,564,2236,False
etc,0,1,1,Full-time,Marketing and Advertising,Information Technology,0,US,1628,2328,True
etc,0,0,0,Full-time,Marketing and Advertising,Advertising,0,US,0,558,True
Operations,0,1,1,,,Other,0,US,1576,147,False
Sales,0,1,1,Full-time,Business Supplies and Equipment,Sales,0,GR,2790,362,True
etc,0,1,0,Full-time,Real Estate,Other,0,US,236,403,True
etc,0,1,1,Full-time,Automotive,General Business,0,US,1133,827,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,244,True
etc,0,1,0,Full-time,Computer Software,Customer Service,0,US,684,1543,True
etc,0,1,1,Full-time,Computer Software,Engineering,0,US,323,1118,True
etc,0,1,1,Full-time,Public Relations and Communications,Public Relations,0,US,132,973,True
etc,0,0,1,Full-time,Program Development,,0,GR,0,301,True
etc,0,0,0,Full-time,Information Services,Information Technology,0,etc,0,418,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Oil & Energy,Customer Service,0,US,684,1831,True
etc,0,1,0,,,,0,etc,229,106,False
etc,0,1,1,Full-time,Management Consulting,Consulting,0,US,479,2472,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,244,True
etc,0,1,1,Full-time,Accounting,Accounting/Auditing,0,etc,233,205,True
etc,0,1,1,Full-time,Marketing and Advertising,Marketing,0,GB,522,401,True
etc,0,0,0,,,,0,AE,0,413,False
Sales,0,1,1,Full-time,Information Technology and Services,Sales,0,etc,275,1603,True
etc,0,1,1,Full-time,Management Consulting,Engineering,0,etc,422,625,True
etc,0,1,0,Part-time,Financial Services,Customer Service,0,US,684,1218,True
etc,0,0,0,Temporary,,Production,0,US,0,820,True
Product,0,1,1,Full-time,Telecommunications,,0,GR,2676,2644,False
etc,0,1,0,Part-time,,Information Technology,0,US,803,1577,True
etc,0,1,0,Full-time,Legal Services,Administrative,0,US,684,1256,True
etc,0,1,1,Full-time,Computer Software,,0,US,890,932,True
etc,0,1,0,Full-time,Computer Software,Customer Service,0,US,684,1959,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Full-time,Hospital & Health Care,Health Care Provider,0,US,579,626,True
Engineering,0,1,0,Full-time,Internet,Engineering,0,US,1251,717,True
etc,0,0,0,Part-time,Real Estate,Management,0,US,0,2654,True
Engineering,0,1,1,Full-time,Computer Networking,Engineering,1,US,1099,3628,True
Engineering,0,1,1,Full-time,Financial Services,Engineering,0,GB,812,702,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,244,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
Service,0,1,1,Full-time,Banking,Customer Service,0,US,651,813,True
etc,0,0,0,Full-time,Financial Services,,0,etc,0,4433,True
etc,0,1,0,,,,0,US,627,1374,False
etc,0,1,0,Full-time,Hospital & Health Care,Administrative,0,US,684,1090,True
etc,1,0,1,Full-time,Computer Software,Information Technology,0,US,0,1986,True
etc,0,1,0,Part-time,Financial Services,Customer Service,0,CA,684,1210,True
Engineering,0,1,1,Full-time,,Engineering,0,US,2636,924,False
etc,0,0,0,Full-time,Hospital & Health Care,,1,US,0,2378,False
etc,0,1,1,Other,Hospital & Health Care,Other,0,GB,361,1239,True
etc,0,0,1,,Real Estate,Sales,0,US,620,928,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Full-time,Internet,,0,US,342,3029,False
etc,0,1,1,Full-time,Telecommunications,Engineering,0,US,281,688,True
Technology,0,1,1,,,,0,US,1110,2045,False
etc,0,1,1,,,,0,US,175,286,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Contract,Education Management,,0,US,53,384,True
etc,0,1,0,Full-time,Computer Software,Sales,0,DE,509,1289,True
Product,0,1,0,,,,0,GB,310,817,False
etc,0,1,1,Contract,Education Management,,0,US,53,384,True
etc,0,1,1,Full-time,Hospital & Health Care,Health Care Provider,0,GB,729,887,True
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,US,684,1504,True
Engineering,0,1,0,Full-time,,Engineering,0,US,1879,682,False
etc,0,1,1,Full-time,Human Resources,Administrative,0,US,987,733,True
etc,0,1,0,Full-time,Legal Services,Administrative,0,US,684,1342,True
etc,0,1,0,Full-time,Facilities Services,Customer Service,0,CA,684,1835,True
etc,0,1,0,Full-time,Oil & Energy,Engineering,1,US,415,1796,False
etc,0,1,0,Full-time,Facilities Services,Management,0,US,684,2633,True
Service,0,1,1,Full-time,,,0,US,747,1769,False
Engineering,0,1,1,Full-time,Information Technology and Services,Engineering,1,US,741,1371,True
Operations,0,1,0,Full-time,Computer Software,Customer Service,0,US,606,1570,True
etc,0,1,1,Full-time,Consumer Electronics,Engineering,0,US,471,999,True
etc,0,1,0,,,,0,GB,1511,1604,False
etc,0,1,1,Full-time,Oil & Energy,Engineering,0,US,879,1671,True
etc,0,1,1,Full-time,,Administrative,0,GB,829,604,True
Operations,0,1,1,Part-time,Logistics and Supply Chain,Other,0,US,570,1754,True
etc,0,1,0,Full-time,Information Technology and Services,Engineering,0,US,660,754,True
etc,0,1,0,Full-time,Building Materials,,0,US,702,1282,False
Sales,0,1,1,,,,0,GB,821,2374,False
etc,0,1,0,Full-time,Financial Services,Administrative,0,US,684,1220,True
etc,0,1,1,Full-time,Pharmaceuticals,Administrative,0,GB,829,626,True
etc,0,1,1,Full-time,Telecommunications,Customer Service,0,GB,0,596,True
etc,0,1,0,,,,0,US,702,647,False
etc,0,0,0,Full-time,Marketing and Advertising,,0,US,228,647,False
etc,0,0,0,Contract,,Human Resources,0,US,0,546,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,684,1972,True
etc,0,1,0,Full-time,Financial Services,,0,US,1025,951,True
etc,1,0,0,Full-time,Financial Services,Sales,0,US,0,2474,True
IT,0,1,0,Full-time,Hospitality,Project Management,0,etc,1149,1051,True
etc,0,1,1,Full-time,Computer Software,Engineering,0,GR,237,506,True
etc,0,1,1,Full-time,Oil & Energy,Other,1,US,764,807,True
Technology,0,1,0,Full-time,Computer Networking,Information Technology,0,US,614,1943,True
Operations,0,1,1,Full-time,Telecommunications,,0,etc,1594,3533,False
etc,0,0,0,,Primary/Secondary Education,Education,0,GB,0,585,True
etc,0,1,0,Full-time,Biotechnology,Sales,0,US,487,1180,True
etc,0,1,1,Contract,Consumer Services,Customer Service,0,etc,307,531,True
etc,0,1,1,Full-time,Education Management,Education,0,US,1407,2440,True
Operations,0,1,1,Full-time,Computer Games,Quality Assurance,0,etc,505,538,True
etc,0,1,1,Part-time,Telecommunications,Customer Service,0,US,717,1211,True
etc,0,1,1,Full-time,Computer Software,Data Analyst,0,etc,307,1295,True
etc,0,1,1,,,,0,US,350,993,False
etc,0,1,0,Full-time,Hospitality,Marketing,0,US,560,3154,True
etc,0,0,0,Full-time,Computer Software,,0,US,228,2049,False
etc,0,1,0,Full-time,Retail,Production,0,GB,439,977,True
Development,0,1,1,Full-time,Design,Other,0,GB,463,660,True
etc,0,0,0,Full-time,Marketing and Advertising,,0,US,228,795,False
etc,0,1,0,,,,0,US,684,2633,False
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,etc,1309,964,True
etc,0,1,0,Full-time,Marketing and Advertising,Marketing,0,GB,511,1031,True
etc,0,1,0,,,,0,US,89,1248,False
etc,0,1,1,Full-time,Internet,Human Resources,0,GR,1091,1890,True
etc,0,1,1,Contract,Education Management,,0,US,53,384,True
Sales,0,1,1,Full-time,Pharmaceuticals,Sales,0,US,1341,859,True
etc,0,1,0,Part-time,Retail,Sales,0,GB,820,675,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,332,True
etc,0,1,0,Full-time,Financial Services,Administrative,0,US,684,1708,True
Engineering,0,1,0,Full-time,Internet,Engineering,0,US,753,1101,True
etc,0,1,1,Part-time,Hospital & Health Care,Health Care Provider,0,US,175,597,False
etc,0,1,0,Full-time,Publishing,Writing/Editing,0,GB,310,1246,True
etc,0,1,0,Full-time,Building Materials,,0,US,702,1623,False
etc,0,1,1,Full-time,Human Resources,Administrative,0,GB,829,619,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,1009,True
etc,1,0,0,Full-time,Utilities,Engineering,0,US,0,1016,True
Engineering,0,1,1,Full-time,Information Technology and Services,Engineering,1,US,1099,1371,True
etc,0,1,0,Contract,Information Technology and Services,Design,0,AU,755,2386,True
etc,0,1,0,Full-time,Building Materials,,0,US,702,2197,False
etc,0,1,0,Full-time,Hospital & Health Care,Health Care Provider,0,US,646,1074,True
etc,0,1,0,Full-time,Facilities Services,Customer Service,0,US,684,2151,True
etc,1,0,0,Full-time,Computer Software,Information Technology,0,US,0,2998,True
etc,0,1,0,,,,0,GB,829,705,False
etc,0,1,0,Full-time,Building Materials,,0,US,702,1623,False
Sales,0,1,0,Full-time,Computer Software,Sales,0,US,614,2600,True
etc,0,1,0,,,,0,US,684,2486,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,,,,0,US,0,1400,False
etc,0,1,0,Full-time,Retail,Marketing,0,GR,2790,444,True
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,US,684,1395,True
Operations,0,1,0,Full-time,Information Technology and Services,Administrative,0,GB,643,1309,True
etc,0,1,0,Full-time,Management Consulting,Management,0,US,684,2521,True
etc,0,0,0,Contract,,,0,US,0,2487,False
etc,0,0,1,Full-time,Telecommunications,Marketing,0,US,0,545,True
etc,0,1,0,Part-time,Facilities Services,Customer Service,0,US,684,1220,True
etc,0,1,1,,,,0,GB,1100,3891,False
Engineering,0,1,1,Full-time,Information Technology and Services,Engineering,0,US,352,438,True
etc,0,1,0,,,,0,US,493,294,False
Operations,0,1,0,,,,0,GB,1179,1323,False
etc,0,1,1,Full-time,Internet,Engineering,0,US,600,388,True
etc,0,1,0,Part-time,Financial Services,Administrative,0,US,684,798,True
etc,0,1,0,,,,0,GR,1099,281,False
Operations,0,1,0,Full-time,Computer Games,,0,GB,1481,1066,True
etc,0,1,0,Full-time,Management Consulting,Consulting,0,US,470,5298,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
Marketing,0,1,1,Full-time,Information Technology and Services,Marketing,0,US,408,1106,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,US,1344,927,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
Engineering,0,1,0,,,Engineering,0,DE,651,1422,False
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,GB,1408,308,True
etc,0,1,1,,,,0,GB,1100,3769,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Building Materials,Sales,0,US,702,1293,False
etc,0,1,1,Full-time,Marketing and Advertising,Sales,0,GB,829,855,True
etc,0,1,0,Part-time,E-Learning,Engineering,0,DE,651,1297,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,1638,True
etc,0,0,0,Full-time,,,0,US,228,2918,False
etc,0,1,1,Full-time,Civic & Social Organization,Health Care Provider,0,US,746,1501,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Part-time,Internet,Business Development,0,US,512,221,True
etc,0,1,0,Part-time,Consumer Goods,Customer Service,0,US,684,883,True
etc,0,0,0,Full-time,Computer Software,Writing/Editing,0,US,228,420,True
Engineering,0,1,0,Full-time,Computer Software,Engineering,0,US,384,1130,True
etc,1,1,1,Full-time,Design,Design,0,US,229,1338,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
